account_id,profile_completeness,post_frequency_per_day,follower_following_ratio,average_time_between_posts,is_verified,behavior_label
account_976,1,1,9.62,54.47,0,human
account_977,0.75,0,4.96,83.03,1,bot
account_980,1,1,7.5,40.23,0,cyborg
account_981,0.5,10,3.57,94.87,1,human
account_982,0.75,20,0.63,27.4,1,cyborg
account_984,1,1,8.22,77.24,1,bot
account_985,0.5,20,3.08,41.04,1,human
account_986,1,1,7.46,37.44,0,cyborg
account_988,0.5,50,4.27,34.88,0,cyborg
account_989,0.5,1,8.01,42.12,0,human
account_991,0.5,50,2.28,70.34,1,bot
account_992,0.75,0,3.3,87.94,1,cyborg
account_993,0.75,0,2.13,11.08,0,human
account_994,1,20,5.55,34.53,0,cyborg
account_995,1,1,2.57,2.29,1,bot
account_996,0.5,50,1.21,114.3,1,cyborg
account_997,1,50,7.72,44.22,0,human
account_998,1,10,0.68,74.67,0,human
account_1000,0.5,10,5.5,100.48,1,human
account_1,0.75,20,5.75,21.39,1,bot
account_2,0.75,0,4.07,23.8,0,cyborg
account_3,0.75,0,5.9,106.65,1,human
account_4,0.5,1,6.5,6.98,1,cyborg
account_5,0.5,20,5.22,15.43,0,cyborg
account_6,0.5,5,7.36,110.36,1,human
account_7,0.75,10,2.11,70.45,1,bot
account_8,0.5,50,1.58,41.55,1,human
account_9,0.5,1,7.29,7.37,1,cyborg
account_10,0.5,50,7.3,18.85,0,bot
account_11,0.5,1,2.25,51,1,bot
account_12,1,5,4.8,117.47,1,cyborg
account_13,1,50,7.08,112.02,1,human
account_14,0.75,0,5.07,19.58,0,cyborg
account_15,0.5,5,9.17,77.17,1,cyborg
account_16,0.75,5,8.46,60.6,0,human
account_17,1,20,5.62,74.03,1,cyborg
account_18,0.5,20,1.24,101.13,0,cyborg
account_19,1,0,1.13,27.98,0,human
account_20,0.5,1,8.55,97.11,0,bot
account_21,1,0,0.59,45.11,1,human
account_22,0.75,2,7.25,82.43,0,cyborg
account_23,1,10,6.14,67.78,0,human
account_25,0.75,50,4.65,21.95,0,bot
account_27,1,50,3.93,16.77,1,bot
account_28,0.75,50,9.62,28.08,0,bot
account_29,0.5,10,0.33,6.95,1,bot
account_30,0.75,5,3.21,102.1,0,bot
account_32,0.5,5,5.25,21.05,1,human
account_33,0.75,5,0.64,84.74,0,human
account_34,0.75,50,5.16,65.73,0,human
account_35,0.5,1,1.77,58.73,0,cyborg
account_36,1,20,4.07,12.09,1,bot
account_37,1,0,4.44,67.92,1,bot
account_38,0.5,50,2.65,73.89,1,bot
account_39,0.75,1,5.31,41.02,0,bot
account_41,1,50,1.32,110.87,1,human
account_42,0.5,10,6.37,84.35,0,cyborg
account_43,0.5,10,6.83,7,0,bot
account_44,0.75,20,2.63,42.52,0,bot
account_46,0.5,2,9.68,35.66,1,human
account_47,0.75,50,8.68,24.88,1,bot
account_48,0.5,10,3.18,118.82,0,cyborg
account_49,0.5,0,9.76,82.36,1,human
account_50,0.75,2,7.1,59.13,1,human
account_51,0.5,10,1.37,48.65,0,cyborg
account_52,0.75,0,8.49,9.14,1,human
account_53,1,50,5.17,116.78,1,bot
account_54,0.5,1,8.2,6.15,0,human
account_55,1,1,0.9,21.03,0,human
account_57,1,2,0.69,15.08,1,bot
account_58,0.5,5,5.04,60.01,0,bot
account_59,1,1,1.33,36.47,1,human
account_60,1,1,9.29,77.77,0,bot
account_61,0.75,0,1.17,37.41,1,human
account_62,0.5,0,1.71,57.2,0,human
account_63,1,10,6.62,46.26,0,human
account_64,0.75,20,4.13,83.44,1,bot
account_65,0.5,0,9.46,69.5,0,bot
account_66,1,1,5.39,113.56,0,human
account_69,0.75,2,4.15,1.98,0,human
account_70,1,10,5.02,60.49,1,cyborg
account_72,0.5,10,4.81,13.12,0,human
account_74,0.5,0,3.99,86.58,0,bot
account_75,0.5,0,2.47,25.56,0,human
account_76,0.5,5,9.25,79.1,1,human
account_78,1,0,2.99,55.45,0,cyborg
account_80,0.75,2,1.81,111.1,1,cyborg
account_81,1,2,6.44,39.72,0,bot
account_82,1,50,8.52,91.67,1,human
account_83,0.5,10,5.69,28.63,1,bot
account_84,1,5,1.65,91.19,1,bot
account_85,0.75,20,8.25,90.64,0,bot
account_86,0.5,5,1.79,109.91,1,cyborg
account_88,1,1,8.26,109.05,0,cyborg
account_89,0.75,20,9.52,7.89,0,human
account_90,0.75,10,7.47,12.84,0,human
account_91,0.75,10,4.87,51.34,1,cyborg
account_92,0.75,1,7.23,55.93,1,human
account_93,0.75,1,9.81,46.05,0,human
account_94,0.5,20,3.69,112.06,1,human
account_95,0.75,2,2.29,36.3,1,cyborg
account_96,0.75,0,5.09,21.87,0,cyborg
account_97,0.75,10,7.54,10.46,0,human
account_98,0.75,10,0.76,107.91,0,bot
account_99,0.75,20,3.35,10,0,human
account_100,0.5,10,1.1,32.38,0,bot
account_101,0.75,0,1.4,47.62,0,bot
account_102,0.75,5,3.89,100.23,1,human
account_103,1,1,7.62,49.33,1,bot
account_104,0.75,10,1.88,22.96,1,cyborg
account_105,0.75,0,5.08,48.99,1,bot
account_106,1,20,3.94,95.56,1,cyborg
account_107,0.75,20,4.6,67.84,1,cyborg
account_109,1,0,8.08,118.43,0,human
account_110,0.5,5,0.33,81.71,0,human
account_112,0.5,2,4.95,70.56,0,cyborg
account_113,0.5,20,2.46,102.91,0,bot
account_114,0.5,0,8.54,74.36,1,human
account_115,0.5,10,3.77,99.95,1,human
account_116,0.75,0,1.5,17.41,0,bot
account_117,0.5,2,2.65,33.72,0,cyborg
account_118,0.5,1,6.17,9.12,1,cyborg
account_119,1,2,9.78,70.51,1,human
account_120,0.75,1,7.06,93.41,1,cyborg
account_122,1,10,7.42,89.55,0,human
account_123,0.5,50,1.58,72.41,0,bot
account_124,1,1,6.56,20.48,1,human
account_125,0.5,50,3.67,3.64,1,human
account_126,1,5,2.94,35.46,0,cyborg
account_127,0.5,50,0.32,77.7,1,cyborg
account_128,1,1,7.91,64.34,0,bot
account_129,0.5,1,2.9,10.24,0,human
account_130,0.5,20,7.74,72.45,1,human
account_131,0.75,50,1.67,13.75,0,human
account_132,0.5,1,2.5,26.78,1,cyborg
account_133,1,50,1.15,20.31,1,human
account_134,0.75,0,2.21,105.74,0,human
account_135,0.75,50,4.89,72.65,1,cyborg
account_136,0.5,2,2.2,95.84,1,human
account_139,0.75,5,4.23,23.33,0,human
account_141,0.5,0,0.84,83.52,0,bot
account_142,0.5,5,7.24,119.68,0,bot
account_143,1,5,9.53,78.12,1,bot
account_144,0.5,50,6.95,109.14,1,bot
account_145,0.75,20,1.38,72.77,0,human
account_146,0.75,10,8.3,21.91,1,bot
account_147,0.5,20,2.25,35.42,1,bot
account_148,1,20,4.34,19.04,0,cyborg
account_149,0.5,50,3.32,105.17,1,human
account_150,0.5,2,7.87,7.37,0,human
account_151,0.75,50,5.01,69.72,0,human
account_152,1,10,3.68,91.92,1,cyborg
account_153,1,5,2.75,84.85,1,human
account_154,0.75,2,1.98,10.88,1,human
account_155,0.5,5,5.97,113.87,0,cyborg
account_156,0.5,20,8.88,91.46,0,human
account_157,1,20,4.35,102.19,1,cyborg
account_158,0.5,20,5.17,111.24,0,human
account_159,1,1,5.08,27.76,0,cyborg
account_160,1,50,8.06,65.04,1,cyborg
account_161,0.75,2,9.38,29.55,1,bot
account_162,0.5,50,4.66,84.5,0,human
account_163,1,10,0.3,66.01,0,human
account_164,0.5,10,2.23,27.18,0,cyborg
account_165,0.5,20,5.46,85.24,0,bot
account_166,0.75,50,3.23,11.24,0,bot
account_167,0.75,5,2.77,56.3,1,cyborg
account_168,0.5,5,0.13,73.16,1,human
account_169,1,20,9.55,81.41,1,bot
account_170,0.75,10,3.7,54.8,0,human
account_171,1,50,8.31,83.29,1,bot
account_172,0.5,10,1.74,25.33,1,human
account_173,0.5,1,6.71,115.17,1,bot
account_174,1,20,3.7,28.16,0,cyborg
account_175,0.5,20,0.48,113.7,1,cyborg
account_176,1,20,5.71,113.02,1,bot
account_177,0.5,0,2.18,76.33,0,human
account_178,0.75,10,7.1,45.88,1,bot
account_179,1,10,8.06,32.52,0,bot
account_180,0.5,50,8.79,35.01,0,cyborg
account_181,0.5,50,2.19,17.02,0,cyborg
account_182,0.5,10,2.04,118.8,1,human
account_183,1,5,0.4,3.44,0,human
account_184,0.75,10,9.63,42.89,1,bot
account_186,0.75,50,1.61,57.05,1,cyborg
account_187,1,1,9.86,13.49,1,cyborg
account_188,0.5,10,7.14,84.89,1,bot
account_189,0.5,0,1.81,18.38,0,cyborg
account_190,0.5,50,1.75,65.56,0,cyborg
account_191,0.75,10,6.87,17.21,0,human
account_192,1,5,0.72,49.32,1,bot
account_193,0.75,10,5.03,89.61,0,bot
account_194,0.5,20,5.42,113.88,1,bot
account_195,0.5,20,1.47,105.76,0,cyborg
account_196,0.75,50,3.7,38.98,0,cyborg
account_197,0.5,10,4.1,115.23,0,cyborg
account_198,1,50,6.4,17.67,0,bot
account_201,0.75,5,5.65,97.05,1,human
account_202,0.75,20,0.95,67.62,0,bot
account_203,1,2,3.21,44.03,0,human
account_204,1,20,5.75,43.69,1,human
account_205,0.75,1,7.43,39.55,1,human
account_206,0.75,1,4.6,15.52,1,bot
account_207,0.5,0,8.98,105.69,1,cyborg
account_208,0.5,2,1.01,66.06,0,cyborg
account_211,0.5,2,8.45,8.55,1,human
account_212,0.5,50,1.44,38.96,1,human
account_213,1,0,2.4,35.87,0,bot
account_214,1,10,0.76,9.33,1,human
account_215,0.75,20,7.4,97.09,1,cyborg
account_216,0.75,2,8.15,65.16,1,human
account_217,0.75,5,9.41,21.32,1,bot
account_218,0.75,2,0.48,38.34,1,cyborg
account_221,0.5,10,9.86,74.23,1,cyborg
account_223,0.5,1,1.57,42.34,0,human
account_224,1,1,3.82,6.02,1,human
account_225,1,2,5.68,66.6,1,bot
account_226,0.5,1,7.19,102.87,1,human
account_227,0.5,2,6.58,33.02,1,bot
account_228,1,2,3.51,56.1,1,cyborg
account_229,0.5,2,0.86,117.52,1,cyborg
account_230,0.75,2,4.82,23.73,0,bot
account_231,0.5,2,1.35,59.73,0,bot
account_232,0.75,10,9.38,18.79,0,cyborg
account_233,0.75,5,6.87,60.82,0,human
account_234,0.75,50,3.78,27.43,1,bot
account_235,0.75,0,2.07,77.94,1,human
account_236,1,10,0.5,25.46,0,human
account_237,1,1,0.48,98.6,0,human
account_239,1,0,8.25,112.3,1,bot
account_240,0.5,20,7.27,5.13,1,bot
account_241,0.5,10,8.12,67.47,1,cyborg
account_242,1,5,3.61,55.39,1,cyborg
account_243,0.75,10,7.85,90.1,1,bot
account_244,0.75,20,9.39,2.71,0,human
account_246,0.5,5,9.86,47.22,0,bot
account_247,0.75,5,6.74,115.78,0,bot
account_249,0.75,50,0.84,61.72,1,human
account_250,1,10,8.24,101.72,0,bot
account_251,0.5,1,6.39,92.16,0,bot
account_252,1,5,4.31,92.37,1,cyborg
account_253,0.75,50,9.37,3.3,0,human
account_254,1,0,2.84,88.91,0,cyborg
account_255,0.5,0,3.87,38.69,0,cyborg
account_257,1,0,9.62,87.9,1,bot
account_258,0.75,0,0.99,15.72,0,bot
account_259,0.75,2,2.89,50.33,1,cyborg
account_261,1,10,6.02,35.09,1,cyborg
account_262,1,0,9,25.24,0,bot
account_263,0.75,2,2.54,79.33,1,bot
account_264,0.75,1,9.53,90.78,0,human
account_265,1,0,8.16,118.53,1,human
account_267,0.75,50,4.39,28.76,1,human
account_268,1,5,3.19,11.69,1,human
account_269,1,0,9.95,23.97,0,human
account_270,1,50,8.66,66.81,0,human
account_271,1,10,7.38,114.51,0,human
account_272,0.5,20,1.82,45.7,1,human
account_273,0.75,50,5.39,86.73,1,human
account_274,0.75,10,6.99,105.26,1,cyborg
account_275,1,5,0.69,23.32,1,human
account_277,0.75,5,5.21,12.48,0,human
account_279,0.75,2,4.13,98.66,1,human
account_280,0.5,0,8.67,90.57,1,bot
account_282,1,2,7.31,53.97,1,cyborg
account_283,1,2,6.1,97.1,0,human
account_285,1,20,5.68,110.63,1,human
account_286,0.5,1,9,63.34,0,human
account_287,0.75,2,1.7,83.65,1,bot
account_288,0.5,5,7.83,73.18,1,cyborg
account_289,0.75,5,9.08,63.04,0,human
account_290,0.75,50,8.4,45.35,1,human
account_291,0.5,50,6.52,70.29,1,human
account_292,0.5,1,8.87,82.05,0,bot
account_294,0.75,5,8,93.64,0,human
account_296,0.5,1,5.91,83.02,0,bot
account_298,0.75,1,4.96,48.46,1,human
account_301,0.5,1,0.83,18.23,0,human
account_302,1,0,8.43,112.42,0,bot
account_303,0.5,10,5.7,38.28,0,human
account_304,1,50,3.23,114.39,1,cyborg
account_305,0.5,2,8.76,29.54,0,human
account_306,1,50,1.28,103.62,1,cyborg
account_307,0.5,50,6.54,34,1,bot
account_309,0.75,20,0.68,107.27,1,cyborg
account_310,0.75,1,1.44,8.97,1,human
account_312,1,5,7.5,44.23,0,bot
account_314,1,2,8.39,50.52,1,bot
account_315,0.75,50,7.74,90.9,1,bot
account_316,0.5,2,5.38,78.35,0,cyborg
account_317,0.75,0,6.37,23.27,0,bot
account_318,1,50,0.94,55.96,1,bot
account_321,1,1,5.14,87.99,0,bot
account_322,0.75,50,8.5,85.95,1,human
account_323,1,0,3.69,65.95,1,human
account_324,0.75,2,2.7,107.41,1,cyborg
account_325,0.75,20,6.92,93.85,0,human
account_326,0.5,50,0.47,35.4,1,human
account_327,1,5,7.98,39.58,0,bot
account_328,0.5,1,3.15,114.53,1,cyborg
account_329,1,0,4.06,15.96,0,bot
account_330,0.75,5,5.57,106.87,0,cyborg
account_331,1,5,5.87,64.07,0,bot
account_332,0.5,2,4.8,6.07,0,bot
account_334,0.5,50,0.95,44.4,0,bot
account_335,0.75,20,3.58,117.27,0,bot
account_336,0.75,0,9.25,114.45,0,cyborg
account_337,0.5,1,5.04,3.31,0,cyborg
account_338,0.5,0,2.2,7.33,1,human
account_339,1,0,7.35,86.34,1,bot
account_340,0.5,10,9.23,20.87,1,cyborg
account_341,0.75,2,2.93,95.09,1,cyborg
account_342,1,50,9.61,116.13,1,bot
account_343,0.5,0,7.8,112.71,0,cyborg
account_344,0.5,1,3.75,91.64,1,human
account_345,0.5,0,3.22,31.67,1,bot
account_346,0.75,2,9.02,106.22,1,cyborg
account_348,0.5,0,8.5,103.73,1,cyborg
account_349,0.75,50,0.85,98.13,1,bot
account_350,0.75,20,2.47,106.04,1,bot
account_351,1,5,1.46,81.71,0,human
account_353,1,10,9.83,56.85,1,human
account_354,0.75,10,9.77,41.37,1,human
account_355,1,1,3.49,114.23,1,bot
account_357,0.5,20,9.29,27.72,1,cyborg
account_358,0.75,1,6.63,99.34,0,human
account_359,1,20,8.49,31.66,1,human
account_360,0.75,50,2.2,95.31,1,human
account_361,0.75,2,8.28,72.23,0,cyborg
account_363,0.75,50,8.59,29.55,1,cyborg
account_365,0.5,5,7.71,113.83,0,bot
account_366,0.75,10,0.38,70.18,1,human
account_367,1,20,8.2,48.46,1,human
account_368,0.75,5,2.81,60.42,0,bot
account_369,1,50,5.7,22.59,0,cyborg
account_370,0.75,50,4.93,48.01,1,human
account_373,0.75,1,3.19,33.08,1,cyborg
account_374,0.75,50,3.88,91.56,0,cyborg
account_375,1,10,6.65,111.6,1,bot
account_377,0.75,1,7.12,5.33,0,bot
account_378,0.5,2,2.88,21.75,1,bot
account_379,1,1,2.25,52.41,1,bot
account_380,1,0,9.14,103.89,0,bot
account_381,0.75,10,3.69,64.12,1,human
account_382,1,2,6.69,8.1,0,cyborg
account_383,0.75,5,7.19,7.34,1,bot
account_384,0.75,10,3.18,10.65,0,cyborg
account_385,1,1,2.62,17.7,0,bot
account_386,1,0,7,86.97,0,cyborg
account_387,0.75,2,8.44,42.32,0,human
account_388,1,50,8.91,8.4,0,human
account_389,0.75,2,3.34,14.74,1,human
account_390,1,10,8.85,111.06,1,bot
account_391,0.5,0,4.14,39.98,1,cyborg
account_392,0.75,2,1.79,81.22,0,bot
account_393,0.75,5,2.42,85.66,1,cyborg
account_394,0.75,20,7.81,76.57,0,bot
account_395,0.5,20,2.3,78.74,1,bot
account_396,1,2,5.91,48.44,1,cyborg
account_397,1,10,5.13,58.3,0,human
account_398,0.75,20,3.41,79.39,1,cyborg
account_399,0.5,5,9.21,73.45,1,human
account_400,1,20,5.11,15.92,0,bot
account_401,1,0,8.64,43.43,1,human
account_402,0.5,0,6.49,37.24,1,human
account_403,0.75,1,0.49,54.06,1,human
account_404,0.5,20,5.66,23.17,1,human
account_405,1,1,9.34,17.55,0,cyborg
account_406,0.5,2,9.31,45.14,1,human
account_407,0.5,50,1.41,25.82,1,human
account_408,0.75,2,8.57,75.94,0,human
account_410,1,10,0.79,7.82,0,cyborg
account_411,0.75,0,0.64,14.43,0,bot
account_413,0.75,20,8.97,2.18,0,bot
account_414,1,0,0.44,25.33,0,cyborg
account_416,1,2,1.21,36.11,1,bot
account_417,1,1,7.62,27.34,1,cyborg
account_418,0.75,5,6.58,11.64,1,bot
account_419,1,10,9.98,114,0,bot
account_420,0.5,20,4.63,70.58,0,cyborg
account_421,0.5,0,2.85,32.68,1,bot
account_422,1,20,7.77,48.35,1,cyborg
account_423,1,10,2.82,82.67,0,cyborg
account_424,0.75,20,4.23,98.7,1,human
account_425,0.5,0,0.44,90.51,1,bot
account_427,0.75,20,0.11,6.44,0,human
account_428,0.5,2,6.52,92.27,1,cyborg
account_429,0.5,0,6.01,95.68,0,cyborg
account_431,1,20,6,94.02,0,human
account_433,1,5,7.44,112.03,1,bot
account_434,0.75,0,2.97,77.35,0,bot
account_435,1,0,2.87,53.38,1,bot
account_436,0.75,1,5.34,29.97,1,human
account_438,1,10,8.33,49.1,1,cyborg
account_439,0.75,5,4.85,9.07,1,cyborg
account_441,0.75,5,4.04,45.52,1,bot
account_442,0.5,20,7.95,100.14,1,bot
account_443,1,2,2.52,66.94,1,cyborg
account_444,0.5,20,0.34,14.43,0,human
account_445,1,50,3.18,75.59,1,cyborg
account_447,0.75,5,5.83,4.62,0,cyborg
account_448,0.75,0,8.48,9.92,1,cyborg
account_449,0.5,2,2.78,77.68,1,bot
account_450,1,50,8.73,74.79,1,cyborg
account_452,0.5,2,3.33,93.26,1,cyborg
account_453,0.75,2,0.65,84.44,1,human
account_454,1,10,3.07,43.52,0,human
account_455,0.75,10,1.43,52.84,0,bot
account_456,0.75,2,1.15,7.4,0,cyborg
account_457,1,50,9.38,74.34,0,human
account_458,0.5,50,9.95,72.18,1,bot
account_459,1,1,6.79,103,0,cyborg
account_460,1,50,9.07,12.73,0,bot
account_461,0.75,20,4.9,63.77,1,human
account_462,1,50,4.65,77.64,0,human
account_463,0.75,5,8.61,106.54,1,cyborg
account_464,0.75,50,7.1,84.32,0,bot
account_465,0.5,1,0.99,115.75,1,bot
account_466,1,5,0.44,32.44,0,human
account_467,0.75,2,3.16,71.12,0,cyborg
account_468,1,20,6.13,21.51,0,bot
account_469,1,0,3.27,53.25,0,cyborg
account_470,1,1,0.25,13.56,1,cyborg
account_471,0.5,0,1.46,119.94,0,cyborg
account_472,0.5,1,4.68,97.03,1,cyborg
account_473,0.5,50,7.29,42.64,1,cyborg
account_474,1,10,3.07,105.44,1,bot
account_475,1,1,7.44,21.5,0,cyborg
account_476,0.5,2,8.29,15.15,1,cyborg
account_477,0.5,1,6.37,81.55,1,bot
account_478,0.5,2,6.55,30.5,0,bot
account_479,0.5,10,6.74,18.77,1,cyborg
account_481,1,20,6.08,55.5,1,cyborg
account_482,0.5,0,9.31,55.66,1,cyborg
account_483,0.5,2,7.96,34.1,1,cyborg
account_484,0.5,20,6.41,64.35,0,human
account_485,1,5,8.8,82.35,1,human
account_486,1,5,3.2,44.09,1,cyborg
account_488,1,5,1.6,3.09,0,bot
account_489,1,5,6.1,19.49,0,human
account_490,1,20,9.73,37.99,0,human
account_491,0.75,20,2.59,25.72,0,cyborg
account_492,0.5,50,6.34,117.48,1,cyborg
account_493,1,1,5.42,46.77,0,human
account_496,0.75,50,0.57,93.88,0,human
account_497,0.75,20,5.96,45.95,1,bot
account_498,1,5,4.92,88.77,0,human
account_499,1,10,8.53,95.82,0,human
account_500,1,50,6.97,38.87,0,human
account_501,1,0,0.57,67.9,0,cyborg
account_502,0.75,10,8.99,63.33,1,bot
account_503,0.75,0,3.26,29.14,1,human
account_504,1,50,8.52,82.7,1,human
account_505,0.75,50,0.16,82.02,1,bot
account_506,0.5,50,7.37,60.23,1,human
account_507,0.5,20,0.87,3.29,0,human
account_508,1,0,3.81,119.26,0,cyborg
account_509,1,10,0.52,95.44,1,bot
account_510,0.75,10,2.41,43.5,0,human
account_511,1,20,6.73,47.23,1,human
account_512,0.75,1,3.09,76.04,1,bot
account_513,0.75,1,5.69,52.14,1,bot
account_515,0.5,0,7.99,78.2,1,bot
account_516,0.75,50,5.05,111.68,0,cyborg
account_517,0.75,5,2.75,89.29,1,bot
account_518,0.75,5,8.87,10.49,0,bot
account_519,0.5,10,0.95,49.91,1,cyborg
account_520,0.75,10,4.17,86.28,1,cyborg
account_521,1,10,2.12,71.9,0,human
account_524,0.75,10,9.09,102.01,0,cyborg
account_525,1,2,2.78,37.15,0,cyborg
account_526,0.5,20,0.69,84.19,1,cyborg
account_528,0.75,50,7.67,93.8,1,human
account_529,0.5,50,9.41,111.27,1,bot
account_530,0.75,2,3.34,2.84,1,human
account_531,0.5,1,7.13,52.26,1,bot
account_532,0.5,50,6.3,70.21,0,cyborg
account_533,0.75,0,8.55,9.04,1,cyborg
account_534,0.5,0,4.92,75.51,1,human
account_536,0.5,1,7.2,9.92,1,human
account_537,0.75,10,4.01,96.46,0,human
account_538,0.5,0,4.45,110.71,1,cyborg
account_539,0.5,50,0.88,114.93,1,cyborg
account_541,0.75,0,7.44,43.32,1,cyborg
account_542,1,2,2.12,70.39,0,cyborg
account_545,0.75,0,7.41,111.66,1,cyborg
account_546,0.5,0,4.94,73.82,1,human
account_547,0.5,5,6.2,40.58,1,bot
account_548,0.5,50,2.27,74.75,1,bot
account_549,0.75,5,5.4,22.52,1,human
account_550,0.75,1,3.03,29.53,1,cyborg
account_551,0.5,50,5.71,60.34,1,bot
account_552,1,5,8.62,46.12,0,bot
account_553,0.5,10,2.32,34.82,0,bot
account_554,0.5,50,4.98,4.66,0,cyborg
account_556,0.5,2,9.42,53.31,1,cyborg
account_557,0.75,10,3.76,26.58,1,cyborg
account_558,0.75,50,4.07,119.66,1,bot
account_559,1,0,2.8,76.48,1,human
account_561,0.75,10,9.97,94.74,1,cyborg
account_562,0.5,5,9.63,11.45,1,cyborg
account_563,1,50,0.23,56.21,1,cyborg
account_564,0.75,2,5.04,116.89,0,bot
account_565,0.5,0,8.52,80.42,1,cyborg
account_566,0.5,1,5.95,108.08,1,human
account_567,1,1,9.73,1.48,0,human
account_568,0.75,20,8.02,44.29,1,bot
account_569,0.5,2,3.37,55.12,1,bot
account_570,0.5,10,6.51,114.44,0,bot
account_572,0.5,1,2.15,118.97,1,human
account_573,1,1,3.93,90.83,1,bot
account_574,1,10,5.17,90.65,0,bot
account_575,0.5,10,6.19,25.87,1,bot
account_576,0.75,5,5.41,84.07,1,human
account_577,0.5,20,7.82,16.07,1,bot
account_578,1,50,1.53,78.74,1,bot
account_580,0.5,50,7.85,87.98,0,human
account_581,1,5,9.73,112.75,1,bot
account_582,0.75,50,6.5,106.87,0,human
account_583,0.75,20,4.68,38.22,0,cyborg
account_587,0.5,5,2.98,18.04,1,bot
account_588,0.5,10,8.89,100.63,0,cyborg
account_589,1,10,9.68,1.88,0,human
account_592,0.5,50,2.99,19.74,1,cyborg
account_593,0.5,2,1.52,20.65,1,bot
account_594,0.75,0,9.2,83.41,1,bot
account_595,0.5,1,2.28,48.5,0,bot
account_597,1,1,2.55,88.5,0,bot
account_598,0.5,50,0.45,64.97,0,cyborg
account_599,1,0,3.88,39.97,1,cyborg
account_600,1,0,2.16,6.64,0,human
account_601,1,10,5.73,50.56,0,bot
account_603,1,50,7.5,68.12,1,bot
account_604,0.75,20,6.14,12.75,0,bot
account_606,1,1,9.83,13.23,1,bot
account_607,0.5,20,3.29,115.7,1,cyborg
account_608,0.5,5,8.03,29.93,0,bot
account_609,0.75,1,6.98,110.64,1,cyborg
account_610,1,0,1.86,61.54,0,human
account_611,1,2,2.67,92.98,1,human
account_612,1,0,4.01,38.91,1,human
account_613,1,1,2.65,8.29,0,human
account_615,0.75,2,5.2,11.63,0,bot
account_616,0.5,50,7.8,119.94,1,cyborg
account_618,0.75,50,6.89,12.27,0,human
account_619,0.5,2,6.87,52.23,1,human
account_620,1,50,5.24,50.49,0,bot
account_621,0.5,10,2.94,110.47,0,cyborg
account_623,0.5,1,9.77,71.99,0,human
account_624,0.5,1,6.62,33.91,1,cyborg
account_625,0.75,20,6.51,71.94,0,human
account_626,1,2,2.61,47.69,1,bot
account_628,0.75,10,1.04,106.8,1,bot
account_629,1,50,2.83,89.15,0,bot
account_630,0.5,20,2.46,115.88,1,human
account_631,0.5,50,0.43,99.47,0,bot
account_632,0.5,5,5.89,69.78,0,human
account_633,1,20,6.19,20.71,1,human
account_634,0.75,20,3.45,102.81,1,bot
account_635,0.5,1,6.57,57.58,1,human
account_638,0.5,50,2.89,119.01,1,bot
account_639,1,0,7.45,73.35,0,human
account_640,1,1,3.87,109.93,1,cyborg
account_641,0.5,2,1.17,14.44,0,human
account_642,0.75,50,4.69,6.72,0,human
account_643,0.75,50,8.17,99.84,0,bot
account_644,0.5,2,1.17,48.76,1,cyborg
account_646,1,50,4.88,17.83,1,cyborg
account_647,0.5,1,4.85,68.78,0,bot
account_648,0.75,10,4.02,40.62,0,bot
account_649,1,10,1.5,12.05,1,human
account_652,1,0,8.29,60.47,1,human
account_653,0.5,5,0.9,97.31,1,cyborg
account_654,1,0,7.22,23.24,0,human
account_655,1,50,0.54,18.91,0,bot
account_656,1,20,7.12,110.56,1,bot
account_657,1,0,3.15,37.5,1,cyborg
account_658,0.5,0,0.46,113.23,0,human
account_659,1,0,9.06,69.23,0,bot
account_660,1,5,4.36,90.13,0,bot
account_662,0.5,5,0.48,89.07,1,cyborg
account_663,1,20,5.07,106.4,1,bot
account_664,0.5,20,8.3,109.07,0,bot
account_665,0.75,20,3.91,46.22,0,cyborg
account_666,0.75,1,2.89,80.51,1,bot
account_667,0.5,5,8.25,114.43,1,cyborg
account_668,0.75,1,8.46,118.26,0,cyborg
account_669,1,5,7.1,96.33,1,human
account_670,1,20,8.88,77.27,0,bot
account_672,0.75,0,4.34,80.59,1,human
account_673,0.75,10,2.75,31.91,1,bot
account_674,0.75,20,3.36,101.33,0,cyborg
account_675,1,20,5.29,5.57,1,cyborg
account_676,0.75,5,8.03,54.75,0,human
account_677,0.5,5,7.66,96.32,1,human
account_680,1,10,7.75,55.13,0,human
account_681,1,20,1.84,113.54,1,bot
account_682,0.5,50,7.29,1.85,1,cyborg
account_683,1,10,2.54,47.62,0,cyborg
account_684,0.5,0,9.12,48.18,1,human
account_685,0.75,20,8.75,63.32,0,cyborg
account_686,1,20,2.34,88.26,1,bot
account_687,1,10,6.49,68.79,0,human
account_688,0.5,20,1.99,114.96,0,human
account_689,0.75,20,8.67,46.97,1,human
account_690,1,2,4.49,88.82,0,cyborg
account_691,0.75,1,1.41,98.26,1,bot
account_692,1,0,0.46,38.23,1,bot
account_694,1,1,1.41,71.28,0,cyborg
account_695,0.75,5,3.51,36.25,0,cyborg
account_696,0.5,1,3.16,109.82,0,cyborg
account_697,0.75,20,5.91,56.03,1,bot
account_698,0.5,2,3.73,55.09,0,human
account_699,0.75,1,2.4,46.08,0,human
account_700,0.5,10,9.63,106.96,0,human
account_702,0.5,50,8.58,6.18,0,human
account_703,1,0,3.05,65.84,1,cyborg
account_704,0.75,1,1.47,82.65,1,human
